Bias Category,Bias Type,Business as victim,Case Type,Location Type,Open Data Case Number,Primary Offense Type,Report Month/Year,Suspect Age,Suspect Gender,Suspect Race,Victim Age,Victim Gender,Victim Race,Victim Suspect Relationship
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,33120331730,Aggravated Assault,2020-11-01,58,Male,White,39,Male,Latinx,VICTIM WAS STRANGER
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,33120331730,Aggravated Assault,2020-11-01,58,Male,White,43,Male,Latinx,RELATIONSHIP UNKNOWN
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,33120331730,Aggravated Assault,2020-11-01,58,Male,White,43,Male,Latinx,VICTIM WAS STRANGER
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,48002148027,Aggravated Assault,2021-02-01,,,,47,Male,White,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,62720216271,Aggravated Assault,2021-01-01,23,Male,White,23,Male,Black,VICTIM WAS STRANGER
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,80021800995,Arson,2021-03-01,,,,,,,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,18120181328,Disorderly Conduct,2020-06-01,41,Male,Black,,,,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,36402136459,Disorderly Conduct,2021-02-01,,,,,,,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,27520275904,Robbery,2020-09-01,39,Male,White,27,Male,Latinx,VICTIM WAS STRANGER
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,23921239564,Simple Assault,2021-08-01,,,,48,Male,Black,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,35621356934,Simple Assault,2021-12-01,,,,24,Female,Native American,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,22720227021,Vandalism,2020-07-01,,,,60,Female,White,
None,NONE (NO BIAS),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,22720227021,Vandalism,2020-07-01,,,,60,Male,Latinx,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Church/Synagogue/Temple/Mosque,30520305400,Vandalism,2020-10-01,,,,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Church/Synagogue/Temple/Mosque,52302152320,Vandalism,2021-02-01,,,,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Commercial/Office Building,92420924334,Vandalism,2020-11-01,,,,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Grocery/Supermarket,90421904274,Vandalism,2021-03-01,,,,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Other/Unknown,90421904272,Vandalism,2021-03-01,,,,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Restaurant,23221232879,Aggravated Assault,2021-08-01,46,Female,Asian,23,Female,Latinx,RELATIONSHIP UNKNOWN
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Restaurant,23221232879,Aggravated Assault,2021-08-01,46,Female,Asian,24,Male,Black,RELATIONSHIP UNKNOWN
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Restaurant,23221232879,Aggravated Assault,2021-08-01,46,Female,Asian,36,Male,White,RELATIONSHIP UNKNOWN
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,School-Elementary/Secondary,20220202287,Vandalism,2020-06-01,81,Male,White,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Specialty Store,17921179778,Disorderly Conduct,2021-07-01,30,Female,Black,,,,
None,NONE (NO BIAS),VICTIM,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,24221242750,Simple Assault,2021-08-01,34,Male,Latinx,54,Male,Unknown,VICTIM WAS STRANGER
None,UNKNOWN (OFFENDER'S MOTIVATION NOT KNOWN),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,29220292890,Disorderly Conduct,2020-09-01,,,,,,,
None,UNKNOWN (OFFENDER'S MOTIVATION NOT KNOWN),,BIAS UNFOUNDED,Residence/Home,18320183060,Vandalism,2020-06-01,,,,83,Male,White,
None,UNKNOWN (OFFENDER'S MOTIVATION NOT KNOWN),,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,21620216764,Vandalism,2020-07-01,,,,,,,
None,UNKNOWN (OFFENDER'S MOTIVATION NOT KNOWN),VICTIM,BIAS UNFOUNDED,Commercial/Office Building,22520225942,Burglary,2020-07-01,,,,,,,
Race,ANTI-AMERICAN INDIAN/ALASKAN NATIVE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,33518335248,Simple Assault,2018-09-01,30,Male,White,30,Male,Unknown,VICTIM WAS STRANGER
Race,ANTI-AMERICAN INDIAN/ALASKAN NATIVE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,33518335248,Simple Assault,2018-09-01,30,Male,White,50,Female,White,VICTIM WAS STRANGER
Race,ANTI-ASIAN,,BIAS CRIME,Convenience Store,34420203449,Vandalism,2020-01-01,,,,50,Male,Asian,RELATIONSHIP UNKNOWN
Race,ANTI-ASIAN,,BIAS CRIME,Parking/Drop Lot/Garage,44619446156,Simple Assault,2019-12-01,22,Female,White,22,Male,Pacific Islander,VICTIM WAS STRANGER
Race,ANTI-ASIAN,,BIAS CRIME,Residence /Home,19419194640,Aggravated Assault,2019-06-01,30,Female,White,22,Male,Asian,VICTIM WAS NEIGHBOR
Race,ANTI-ASIAN,,BIAS CRIME,Residence /Home,19419194640,Aggravated Assault,2019-06-01,30,Female,White,30,Male,Asian,VICTIM WAS NEIGHBOR
Race,ANTI-ASIAN,,BIAS CRIME,Residence/Home,68121681386,Intimidation,2021-09-01,77,Male,White,68,Male,Asian,RELATIONSHIP UNKNOWN
Race,ANTI-ASIAN,,BIAS CRIME,Residence/Home,32821328196,Simple Assault,2021-11-01,33,Male,White,26,Male,Asian,VICTIM WAS ACQUAINTANCE
Race,ANTI-ASIAN,,BIAS CRIME,Residence/Home,60402160410,Vandalism,2021-03-01,43,Female,White,57,Male,Asian,VICTIM WAS NEIGHBOR
Race,ANTI-ASIAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16119161639,Simple Assault,2019-05-01,30,Male,White,18,Female,White,VICTIM WAS STRANGER
Race,ANTI-ASIAN,,BIAS INCIDENT,Amusement Park/Movie Theaters,32621326295,All Other Offenses,2021-11-01,21,Male,Black,52,Male,Pacific Islander,VICTIM WAS ACQUAINTANCE
Race,ANTI-ASIAN,,BIAS INCIDENT,Parking/Drop Lot/Garage,77402177454,Intimidation,2021-03-01,,,,38,Female,Asian,
Race,ANTI-ASIAN,,BIAS INCIDENT,Residence/Home,23421234438,,2021-08-01,,,,,,,
Race,ANTI-ASIAN,,BIAS INCIDENT,Residence/Home,81602181658,All Other Offenses,2021-03-01,,,,,,,
Race,ANTI-ASIAN,,BIAS INCIDENT,Restaurant,85802185813,,2021-03-01,,,,,,,
Race,ANTI-ASIAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,36321363177,,2021-12-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Air/Bus/Train Terminal,17220172684,Aggravated Assault,2020-05-01,50,Male,White,66,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Air/Bus/Train Terminal,35020350333,Simple Assault,2020-11-01,29,Female,White,47,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Convenience Store,29420294097,Simple Assault,2020-09-01,45,Male,White,46,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,16221162403,Intimidation,2021-06-01,47,Male,White,25,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,16221162403,Intimidation,2021-06-01,47,Male,White,25,Male,White,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,16221162403,Intimidation,2021-06-01,53,Male,Latinx,25,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,16221162403,Intimidation,2021-06-01,53,Male,Latinx,25,Male,White,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,33920339421,Intimidation,2020-11-01,46,Male,White,32,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Other/Unknown,34420344675,Intimidation,2020-11-01,,,,62,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Park/Playground,28220282994,Aggravated Assault,2020-09-01,,,,66,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Parking/Drop Lot/Garage,10521105318,Aggravated Assault,2021-04-01,22,Male,White,39,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Parking/Drop Lot/Garage,27020270683,Vandalism,2020-09-01,,,,31,Male,White,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,21320213781,,2020-07-01,,,,40,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,36720367400,Disorderly Conduct,2020-12-01,47,Male,White,35,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,34520345501,Intimidation,2020-11-01,24,Male,White,32,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,35820358621,Intimidation,2020-12-01,43,Male,White,41,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,38120381709,Intimidation,2020-12-01,48,Female,White,31,Male,Black,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,25321253230,Vandalism,2021-09-01,,,,52,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,25321253230,Vandalism,2021-09-01,,,,54,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Residence/Home,31921319019,Vandalism,2021-11-01,,,,32,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Restaurant,21221212634,Aggravated Assault,2021-08-01,35,Male,White,66,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Restaurant,12421124238,Intimidation,2021-05-01,,,,17,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Restaurant,25420254849,Simple Assault,2020-08-01,36,Male,White,22,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Restaurant,25420254849,Simple Assault,2020-08-01,36,Male,White,40,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,School-College/University,20220202663,Disorderly Conduct,2020-06-01,50,Female,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,School-Elementary/Secondary,93502193502,Simple Assault,2021-04-01,40,Female,Asian,16,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,14721147776,Aggravated Assault,2021-06-01,40,Male,White,47,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,69402169443,Aggravated Assault,2021-03-01,65,Male,White,51,Male,Pacific Islander,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,16821168173,Intimidation,2021-06-01,32,Male,White,42,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,34220342968,Intimidation,2020-11-01,74,Male,White,44,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,68402168497,Intimidation,2021-03-01,53,Male,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23720237215,Simple Assault,2020-07-01,28,Male,White,41,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,49102149173,Vandalism,2021-02-01,53,Male,White,67,Male,Black,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Air/Bus/Train Terminal,31321313080,Simple Assault,2021-11-01,43,Male,Latinx,26,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Commercial/Office Building,20620206476,Disorderly Conduct,2020-06-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Convenience Store,23120231358,Simple Assault,2020-07-01,,,,29,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Department/Discount Store,32921329226,Simple Assault,2021-11-01,61,Male,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Park/Playground,68702168722,,2021-03-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Parking/Drop Lot/Garage,29221292646,,2021-10-01,60,Male,White,32,Male,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Parking/Drop Lot/Garage,29221292646,,2021-10-01,60,Male,White,48,Female,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Parking/Drop Lot/Garage,32821328853,,2021-11-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Residence/Home,20521205115,,2021-07-01,39,Female,White,53,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Residence/Home,24821248619,,2021-09-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Residence/Home,29921299071,,2021-10-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Residence/Home,26120261219,Intimidation,2020-08-01,,,,32,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Residence/Home,26120261219,Intimidation,2020-08-01,,,,58,Female,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Restaurant,10821108200,Intimidation,2021-04-01,,,,35,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11721117689,,2021-05-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14621146919,,2021-05-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23721237370,,2021-08-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23921239406,,2021-10-01,,,,39,Male,Unknown,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,31221312762,,2021-11-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,27821278618,Intimidation,2021-10-01,49,Male,White,25,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,29620296914,Simple Assault,2020-09-01,,,,40,Male,Latinx,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,30621306841,Simple Assault,2021-11-01,49,Male,White,56,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11821118751,Warrant/Detainer,2021-05-01,36,Male,White,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Construction Site,92520925085,,2020-12-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Parking/Drop Lot/Garage,68120681903,Disorderly Conduct,2020-06-01,53,Female,White,32,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Residence/Home,20220202630,Intimidation,2020-06-01,75,Female,White,50,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,20620206422,Disorderly Conduct,2020-06-01,,,,,,,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,20320203077,Robbery,2020-06-01,,,,25,Male,Black,
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,19520195641,Simple Assault,2020-06-01,39,Male,White,46,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,,BIAS UNFOUNDED,Street/Highway/Road/Alley/Sidewalk,19520195641,Simple Assault,2020-06-01,39,Male,White,63,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,Other/Unknown,24202124283,Simple Assault,2021-01-01,37,Male,White,42,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,Restaurant,25420254849,Simple Assault,2020-08-01,36,Male,White,22,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,Restaurant,25420254849,Simple Assault,2020-08-01,36,Male,White,40,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,School-Elementary/Secondary,44402144467,Intimidation,2021-02-01,20,Male,White,70,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK or AFRICAN AMERICAN,VICTIM,BIAS CRIME,School-Elementary/Secondary,44402144467,Intimidation,2021-02-01,40,Male,White,70,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Air/Bus/Train Terminal,19417194365,Aggravated Assault,2017-06-01,30,Male,Latinx,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Air/Bus/Train Terminal,14018140909,Simple Assault,2018-04-01,50,Female,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Commercial/Office Building,35719357744,Simple Assault,2019-10-01,50,Male,White,22,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Convenience Store,91101991123,Intimidation,2019-03-01,30,Male,White,30,Male,Pacific Islander,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Park/Playground,26118261762,Disorderly Conduct,2018-08-01,,Male,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Parking/Drop Lot/Garage,31517315963,Intimidation,2017-09-01,30,Male,White,50,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,30316303540,Aggravated Assault,2016-09-01,50,Female,White,30,Female,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,30316303540,Aggravated Assault,2016-09-01,50,Female,White,65,Female,Black,VICTIM WAS NEIGHBOR
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,44019440100,Aggravated Assault,2019-12-01,30,Male,White,30,Male,Black,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,44019440100,Aggravated Assault,2019-12-01,30,Male,White,30,Male,White,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,43018430327,Simple Assault,2018-12-01,20,Female,White,22,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,70701970771,Simple Assault,2019-03-01,50,Female,White,30,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,70701970771,Simple Assault,2019-03-01,50,Female,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Residence /Home,22716227314,Vandalism,2016-07-01,,,,30,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Service/Gas Station,13418134119,Aggravated Assault,2018-04-01,30,Male,White,65,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,29118291828,Aggravated Assault,2018-08-01,30,Male,Latinx,50,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,41619416436,Aggravated Assault,2019-12-01,32,Female,Latinx,22,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,41801941883,Aggravated Assault,2019-02-01,22,Male,Latinx,30,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,28819288775,Disorderly Conduct,2019-08-01,,,,30,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,56702056748,Disorderly Conduct,2020-02-01,50,Male,White,15,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,56702056748,Disorderly Conduct,2020-02-01,50,Male,White,30,Female,White,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,76301776331,Intimidation,2017-03-01,30,Male,White,30,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,72201672274,Robbery,2016-03-01,22,Male,White,30,Female,White,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,72201672274,Robbery,2016-03-01,22,Male,White,30,Male,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,17319173708,Simple Assault,2019-05-01,30,Female,White,22,Male,Black,VICTIM WAS ACQUAINTANCE
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,28619286683,Simple Assault,2019-08-01,30,Male,White,22,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,28919289228,Simple Assault,2019-08-01,22,Female,White,22,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,30119301186,Simple Assault,2019-09-01,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,70301970369,Simple Assault,2019-03-01,30,Male,White,65,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,98420209841,Simple Assault,2020-01-01,22,Female,Black,50,Female,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,12318123675,Vandalism,2018-04-01,,Male,White,30,Male,Black,VICTIM WAS STRANGER
Race,ANTI-BLACK OR AFRICAN AMERICAN,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,31218312187,Vandalism,2018-09-01,,,,65,Female,Black,RELATIONSHIP UNKNOWN
Race,ANTI-BLACK OR AFRICAN AMERICAN,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,12117121818,Vandalism,2017-04-01,,,,,,,
Race,ANTI-BLACK OR AFRICAN AMERICAN,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,40916409311,Vandalism,2016-12-01,,,,,,,
Race,ANTI-BLACK OR AFRICAN AMERICAN,VICTIM,BIAS CRIME,Restaurant,36119361011,Vandalism,2019-10-01,,,,,,,RELATIONSHIP UNKNOWN
Race,"ANTI-MULTIPLE RACES, GROUP",,BIAS CRIME,Air/Bus/Train Terminal,68017680671,Intimidation,2017-05-01,30,Male,White,18,Female,Black,RELATIONSHIP UNKNOWN
Race,"ANTI-MULTIPLE RACES, GROUP",,BIAS CRIME,Air/Bus/Train Terminal,68017680672,Intimidation,2017-05-01,,,,16,Female,Black,RELATIONSHIP UNKNOWN
Race,"ANTI-MULTIPLE RACES, GROUP",,BIAS CRIME,Cyberspace,80121801743,Disorderly Conduct,2021-06-01,,,,,,,
Race,"ANTI-MULTIPLE RACES, GROUP",VICTIM,BIAS CRIME,Residence/Home,17820178216,Vandalism,2020-05-01,,,,,,,
Race,ANTI-OTHER RACE/ETHNICITY/ANCESTRY,,BIAS CRIME,Air/Bus/Train Terminal,10116101804,Simple Assault,2016-04-01,50,Female,White,18,Male,White,VICTIM WAS STRANGER
