Bias Category,Bias Type,Business as victim,Case Type,Location Type,Open Data Case Number,Primary Offense Type,Report Month/Year,Suspect Age,Suspect Gender,Suspect Race,Victim Age,Victim Gender,Victim Race,Victim Suspect Relationship
Race,ANTI-OTHER RACE/ETHNICITY/ANCESTRY,,BIAS CRIME,Convenience Store,84501884593,Aggravated Assault,2018-03-01,50,Male,White,30,Female,White,VICTIM WAS OTHERWISE KNOWN
Race,ANTI-OTHER RACE/ETHNICITY/ANCESTRY,,BIAS CRIME,Convenience Store,43315433462,Intimidation,2015-12-01,,Male,,30,Male,Asian,VICTIM WAS STRANGER
Race,ANTI-OTHER RACE/ETHNICITY/ANCESTRY,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,29219292106,Aggravated Assault,2019-08-01,30,Male,Black,22,Male,White,VICTIM WAS STRANGER
Race,ANTI-OTHER RACE/ETHNICITY/ANCESTRY,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,38717387499,Intimidation,2017-11-01,22,Male,,50,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Air/Bus/Train Terminal,10620106672,Aggravated Assault,2020-04-01,44,Male,White,44,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Air/Bus/Train Terminal,10620106672,Aggravated Assault,2020-04-01,58,Male,White,44,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Air/Bus/Train Terminal,21402021405,Simple Assault,2020-01-01,30,Female,Black,30,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Air/Bus/Train Terminal,28220282350,Simple Assault,2020-09-01,,,,39,Female,White,
Race,ANTI-WHITE,,BIAS CRIME,Bank/Savings and Loan,21520215360,Simple Assault,2020-07-01,59,Male,White,32,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Park/Playground,23820238430,Aggravated Assault,2020-07-01,,,,30,Male,White,
Race,ANTI-WHITE,,BIAS CRIME,Park/Playground,23820238430,Aggravated Assault,2020-07-01,,,,50,Female,White,
Race,ANTI-WHITE,,BIAS CRIME,Park/Playground,27520275654,Intimidation,2020-09-01,44,Female,White,46,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-WHITE,,BIAS CRIME,Parking/Drop Lot/Garage,10621106996,Intimidation,2021-04-01,59,Female,White,30,Female,White,VICTIM WAS NEIGHBOR
Race,ANTI-WHITE,,BIAS CRIME,Parking/Drop Lot/Garage,12416124702,Simple Assault,2016-04-01,18,Female,Black,22,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,16,Female,Latinx,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,16,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,16,Male,Black,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,18,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,18,Male,Black,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Female,Black,18,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,16,Female,Latinx,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,16,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,16,Male,Black,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,18,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,18,Male,Black,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence /Home,25518255019,Robbery,2018-07-01,,Male,Black,18,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence/Home,15320153806,Simple Assault,2020-05-01,29,Male,Native American,15,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Residence/Home,21720217170,Vandalism,2020-07-01,39,Male,White,50,Female,White,VICTIM WAS ACQUAINTANCE
Race,ANTI-WHITE,,BIAS CRIME,Restaurant,40415404351,Robbery,2015-11-01,65,Male,Black,30,Male,White,RELATIONSHIP UNKNOWN
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,21819218754,Aggravated Assault,2019-06-01,22,Female,Black,22,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,21819218754,Aggravated Assault,2019-06-01,22,Female,Black,65,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26319263480,Aggravated Assault,2019-08-01,,Female,,30,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26319263480,Aggravated Assault,2019-08-01,,Female,,30,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26319263480,Aggravated Assault,2019-08-01,22,Female,Black,30,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26319263480,Aggravated Assault,2019-08-01,22,Female,Black,30,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,40702040760,Simple Assault,2020-02-01,30,Male,Black,50,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,42618426951,Simple Assault,2018-12-01,15,Male,Black,65,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,25820258453,Aggravated Assault,2020-08-01,38,Female,Black,52,Female,White,VICTIM WAS ACQUAINTANCE
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,75102175126,Intimidation,2021-03-01,46,Female,White,40,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,18220182151,Robbery,2020-06-01,64,Male,White,45,Female,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23320233457,Robbery,2020-07-01,38,Male,White,39,Male,White,VICTIM WAS FRIEND
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23320233457,Robbery,2020-07-01,38,Male,White,48,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,15521155150,Simple Assault,2021-06-01,29,Male,Black,49,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,18620186618,Simple Assault,2020-06-01,54,Male,Latinx,55,Male,White,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,28020280729,Simple Assault,2020-09-01,39,Female,Black,21,Male,Native American,VICTIM WAS STRANGER
Race,ANTI-WHITE,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,68120681154,Simple Assault,2020-08-01,46,Male,White,34,Female,White,RELATIONSHIP UNKNOWN
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,24119241303,Vandalism,2019-07-01,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,34101734123,Vandalism,2017-02-01,,,,,,,
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Residence /Home,34301934391,Hit & Run-Property,2019-01-01,30,Male,White,30,Female,White,VICTIM WAS NEIGHBOR
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,31919319198,Aggravated Assault,2019-09-01,,Male,,22,Male,Asian,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16717167559,Intimidation,2017-05-01,30,Male,White,22,Female,Unknown,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16717167559,Intimidation,2017-05-01,30,Male,White,22,Male,Black,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,38801738874,Intimidation,2017-02-01,30,Male,White,18,Female,Black,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,22401622494,Vandalism,2016-01-01,,,,30,Male,White,RELATIONSHIP UNKNOWN
Religion,ANTI-ISLAM (MUSLIM),VICTIM,BIAS CRIME,Cyberspace,39519395230,Intimidation,2019-11-01,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,,BIAS CRIME,Residence/Home,33620336673,Simple Assault,2020-11-01,,,,43,Male,White,
Religion,ANTI-JEWISH,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,20116201864,Simple Assault,2016-06-01,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Religion,ANTI-JEWISH,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,19121191959,Vandalism,2021-07-01,,,,28,Female,White,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Church/Synagogue/Temple/Mosque,25420254342,,2020-08-01,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92520925784,,2020-12-01,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92620926328,,2020-12-01,,,,38,Female,Black,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92620926330,,2020-12-01,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,68121681371,,2021-09-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,23118231640,Vandalism,2018-07-01,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,25416254749,Vandalism,2016-08-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,35615356924,Vandalism,2015-10-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,90618906489,Vandalism,2018-04-01,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,80021800437,Vandalism,2021-02-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Construction Site,28420284836,Vandalism,2020-09-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Cyberspace,39519395230,Intimidation,2019-11-01,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Park/Playground,11721117659,Vandalism,2021-05-01,43,Female,Latinx,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Restaurant,86601986690,Vandalism,2019-03-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Restaurant,88801988853,Vandalism,2019-03-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS INCIDENT,Air/Bus/Train Terminal,80321803088,Vandalism,2021-10-01,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS INCIDENT,Restaurant,86320218638,Vandalism,2021-01-01,,,,,,,
Religion,ANTI-OTHER CHRISTIAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,80221802526,Aggravated Assault,2021-09-01,49,Male,Latinx,25,Male,Unknown,VICTIM WAS OTHERWISE KNOWN
Religion,ANTI-OTHER CHRISTIAN,,BIAS INCIDENT,Residence/Home,35221352778,Intimidation,2021-12-01,,,,52,Male,Black,
Religion,ANTI-OTHER RELIGION,,BIAS CRIME,Church/Synagogue/ Temple/Mosque,80017800001,Intimidation,2017-01-01,,Male,,30,Male,White,RELATIONSHIP UNKNOWN
Religion,ANTI-OTHER RELIGION,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,33520335810,Intimidation,2020-11-01,,,,33,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,13415134821,Simple Assault,2015-04-01,18,Male,Black,16,Male,Black,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,21720217978,Simple Assault,2020-07-01,28,Female,White,21,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,44018440646,Simple Assault,2018-12-01,,Male,Black,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Bar/ Nightclub,41615416336,Simple Assault,2015-12-01,30,Male,White,50,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Bar/ Nightclub,43615436049,Simple Assault,2015-12-01,,Male,,30,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Department/Discount Store,27520275672,Intimidation,2020-09-01,101,Female,White,26,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,2020-06-01,60,Male,Black,58,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,2020-06-01,60,Male,Black,60,Female,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,2020-06-01,60,Male,Black,61,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,33420334977,All Other Offenses,2020-11-01,,,,40,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,33420334786,Simple Assault,2020-11-01,,,,19,Male,Black,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Parking/Drop Lot/Garage,82402182461,Vandalism,2021-03-01,,,,23,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Parking/Drop Lot/Garage,82502182517,Vandalism,2021-03-01,,,,23,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence /Home,40818408225,Simple Assault,2018-12-01,50,Male,White,65,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence /Home,90415904447,Vandalism,2015-09-01,,,,30,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,14602114604,Aggravated Assault,2021-01-01,34,Male,White,40,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,14602114604,Aggravated Assault,2021-01-01,34,Male,White,75,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23321233465,Aggravated Assault,2021-08-01,32,Male,White,17,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23321233465,Aggravated Assault,2021-08-01,32,Male,White,50,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19521195070,Burglary,2021-07-01,,,,35,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19821198611,Burglary,2021-07-01,27,Male,White,28,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19821198611,Burglary,2021-07-01,27,Male,White,42,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,16320163605,Simple Assault,2020-05-01,,,,28,Male,Unknown,VICTIM WAS OTHERWISE KNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23402123435,Vandalism,2021-01-01,,,,73,Female,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Restaurant,21521215560,Simple Assault,2021-08-01,41,Female,White,21,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,23221232474,Aggravated Assault,2021-08-01,24,Male,Asian,22,Male,Black,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,31721317855,Vandalism,2021-11-01,44,Male,Asian,31,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,17117171908,Aggravated Assault,2017-06-01,30,Male,White,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,35917359521,Aggravated Assault,2017-10-01,30,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,42918429030,Disorderly Conduct,2018-12-01,15,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16715167582,Simple Assault,2015-05-01,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,17615176107,Simple Assault,2015-05-01,30,Male,White,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26902026964,Simple Assault,2020-01-01,15,Male,White,50,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,27219272526,Simple Assault,2019-08-01,50,Male,White,18,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,27219272526,Simple Assault,2019-08-01,50,Male,White,22,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,30119301186,Simple Assault,2019-09-01,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,36018360687,Simple Assault,2018-10-01,30,Male,Black,22,Female,Black,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,16321163711,Aggravated Assault,2021-06-01,42,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,16321163711,Aggravated Assault,2021-06-01,42,Male,White,23,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23121231562,Aggravated Assault,2021-08-01,63,Male,White,33,Female,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,38420384608,Aggravated Assault,2020-12-01,42,Male,Asian,32,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,2020-09-01,29,Female,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,2020-09-01,43,Male,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,2020-09-01,62,Female,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,17621176268,Simple Assault,2021-06-01,38,Female,White,66,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Parking/Drop Lot/Garage,27421274172,,2021-10-01,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,11602111614,,2021-01-01,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,31520315350,Aggravated Assault,2020-10-01,40,Male,Black,34,Male,Black,VICTIM WAS CHILD OF BOYFRIEND/GIRLFRIEND
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,31520315350,Aggravated Assault,2020-10-01,40,Male,Black,58,Female,Asian,VICTIM WAS BOYFRIEND/GIRLFRIEND
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,30220302457,Simple Assault,2020-10-01,25,Female,Black,23,Male,Latinx,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,86002186030,Vandalism,2021-03-01,31,Female,Black,41,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14421144230,,2021-05-01,54,Male,Latinx,,,,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/ Nightclub,26301526399,Larceny,2015-04-01,30,Male,White,30,Male,White,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/Nightclub,19220192892,All Other Larceny,2020-06-01,16,Male,U,,,,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/Nightclub,19220192892,All Other Larceny,2020-06-01,18,Male,White,,,,
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Residence /Home,39619396096,Vandalism,2019-11-01,,,,30,Female,Black,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22521225531,Disorderly Conduct,2021-08-01,62,Female,White,57,Female,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22521225531,Disorderly Conduct,2021-08-01,62,Female,White,59,Female,White,VICTIM WAS NEIGHBOR
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Field/Woods,24618246767,Aggravated Assault,2018-07-01,30,Male,Asian,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Field/Woods,36018360385,Aggravated Assault,2018-10-01,,,,30,Female,Latinx,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Residence /Home,27418274497,Intimidation,2018-08-01,30,Male,White,30,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,19419194871,Simple Assault,2019-06-01,30,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,20218202972,Simple Assault,2018-06-01,22,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Residence/Home,89802189803,Intimidation,2021-01-01,71,Male,White,37,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,36620366500,Intimidation,2020-12-01,,,,47,Female,Black,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,54222021542,Robbery,2021-01-01,43,Male,White,19,Male,White,VICTIM WAS OTHERWISE KNOWN
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,54222021542,Robbery,2021-01-01,43,Male,White,49,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,30921309846,Simple Assault,2021-11-01,48,Male,White,23,Female,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,37820378729,Simple Assault,2020-12-01,,,,23,Female,Unknown,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,37820378729,Simple Assault,2020-12-01,,,,24,Female,White,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,24721247476,Aggravated Assault,2021-09-01,38,Male,White,35,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,14420144240,Vandalism,2020-05-01,,,,,,,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,14720147910,Vandalism,2020-05-01,,,,,,,
