Assignment,Backfill,Category Description,Rank,Request Date (Month / Year),ID,Paid Hours,Work Hours
DVD: HIT,No,04 - INVESTIGATIONS,,2018-05-01,8972,4.43,4.39
DVD: HIT,No,04 - INVESTIGATIONS,,2018-06-01,8973,4.57,4.57
DVD: HIT,No,04 - INVESTIGATIONS,,2018-07-01,8974,4.58,4.58
DVD: HIT,No,04 - INVESTIGATIONS,,2018-08-01,8975,4.00,4.00
DVD: HIT,No,04 - INVESTIGATIONS,,2018-09-01,8976,3.57,3.57
DVD: HIT,No,04 - INVESTIGATIONS,,2018-10-01,8977,2.38,2.19
DVD: HIT,No,04 - INVESTIGATIONS,,2018-11-01,8978,3.50,3.50
DVD: HIT,No,04 - INVESTIGATIONS,,2018-12-01,8979,3.42,3.18
DVD: HIT,No,04 - INVESTIGATIONS,,2019-01-01,8980,4.17,3.99
DVD: HIT,No,04 - INVESTIGATIONS,,2019-02-01,8981,4.31,4.31
DVD: HIT,No,04 - INVESTIGATIONS,,2019-03-01,8982,4.57,4.33
DVD: HIT,No,04 - INVESTIGATIONS,,2019-04-01,8983,5.09,5.09
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-04-01,8984,5.50,5.50
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-05-01,8985,4.14,2.95
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-06-01,8986,3.33,2.67
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-08-01,8987,4.15,3.79
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-09-01,8988,3.85,3.53
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-10-01,8989,4.40,4.05
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-11-01,8990,3.45,3.36
DVD: HIT,No,04 - INVESTIGATIONS,OFFICER,2019-12-01,8991,10.00,10.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-05-01,8992,3.08,2.92
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-06-01,8993,4.00,4.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-09-01,8994,2.00,2.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-10-01,8995,2.67,2.67
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-11-01,8996,2.50,2.50
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2018-12-01,8997,4.00,3.25
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-01-01,8998,4.00,4.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-02-01,8999,3.88,3.88
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-03-01,9000,4.13,3.75
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-04-01,9001,3.00,3.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-08-01,9002,3.75,3.75
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-10-01,9003,3.00,3.00
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-11-01,9004,5.60,5.51
DVD: HIT,No,04 - INVESTIGATIONS,SGT,2019-12-01,9005,6.50,6.50
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-02-01,11951,4.40,4.40
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-03-01,11952,3.71,3.71
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-04-01,11953,8.00,8.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-05-01,11954,5.63,5.63
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-06-01,11955,4.97,4.97
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-07-01,11956,5.86,5.86
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-08-01,11957,5.44,5.44
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-09-01,11958,3.66,3.66
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-10-01,11959,4.38,4.38
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-11-01,11960,4.04,4.04
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2018-12-01,11961,4.00,4.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2019-01-01,11962,4.38,4.38
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2019-02-01,11963,2.93,2.93
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,,2019-04-01,11964,13.50,13.50
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-05-01,11965,4.32,4.32
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-06-01,11966,3.29,3.29
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-07-01,11967,4.11,4.11
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-08-01,11968,3.91,3.91
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-09-01,11969,4.40,4.29
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-10-01,11970,4.48,4.48
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-11-01,11971,3.13,3.13
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-12-01,11972,3.25,3.25
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-02-01,11973,4.00,4.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-03-01,11974,2.61,2.61
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-04-01,11975,2.50,2.50
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-05-01,11976,3.50,3.50
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-06-01,11977,4.00,4.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-07-01,11978,6.00,6.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-08-01,11979,5.17,5.17
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-09-01,11980,2.88,2.88
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-10-01,11981,3.75,3.75
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-11-01,11982,3.50,3.50
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2018-12-01,11983,4.00,4.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-01-01,11984,3.63,3.63
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-02-01,11985,2.67,2.67
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-05-01,11986,4.42,4.42
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-07-01,11987,4.25,4.25
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-08-01,11988,2.94,2.94
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-09-01,11989,3.63,3.63
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-10-01,11990,3.00,3.00
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-11-01,11991,3.33,3.33
DVD: HIT,No,05 - REIMBURSABLE/REVENUE,SGT,2019-12-01,11992,4.00,4.00
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,,2018-02-01,16038,4.33,4.33
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,,2018-03-01,16039,4.17,4.17
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,,2018-06-01,16040,4.00,1.50
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,,2018-11-01,16041,7.50,7.50
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,,2019-03-01,16042,7.00,7.00
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-07-01,16043,4.00,4.00
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-11-01,16045,3.80,3.80
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-02-01,16046,6.00,6.00
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-07-01,16047,4.00,4.00
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-12-01,16048,2.50,2.50
DVD: HIT,No,07 - SPECIAL TRACKING - FUNDED,SGT,2019-03-01,16049,3.00,2.50
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-06-01,21757,4.17,3.50
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-07-01,21758,4.00,4.00
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-08-01,21759,9.50,9.50
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-11-01,21760,4.00,4.00
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,,2019-01-01,21761,7.00,7.00
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-05-01,21762,2.50,2.50
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-06-01,21763,11.00,11.00
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-08-01,21764,11.67,11.67
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2018-06-01,21765,8.00,8.00
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2019-01-01,21766,7.50,7.50
DVD: HIT,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2019-08-01,21767,13.00,13.00
DVD: HIT,Yes,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-10-01,16044,10.00,10.00
DVD: NARC A,No,,,2018-01-01,411,4.00,4.00
DVD: NARC A,No,,OFFICER,2019-08-01,412,11.25,11.25
DVD: NARC A,No,,OFFICER,2019-11-01,413,2.00,2.00
DVD: NARC A,No,,SGT,2019-11-01,414,1.75,1.75
DVD: NARC A,No,01 - COURT CATEGORY,,2017-10-01,1950,4.00,2.34
DVD: NARC A,No,01 - COURT CATEGORY,,2017-11-01,1951,9.00,9.00
DVD: NARC A,No,01 - COURT CATEGORY,,2018-02-01,1952,2.00,1.14
DVD: NARC A,No,01 - COURT CATEGORY,,2018-04-01,1953,2.00,1.25
DVD: NARC A,No,01 - COURT CATEGORY,,2018-05-01,1954,4.00,1.83
DVD: NARC A,No,01 - COURT CATEGORY,,2018-07-01,1955,4.00,0.65
DVD: NARC A,No,01 - COURT CATEGORY,,2018-11-01,1956,4.00,1.01
DVD: NARC A,No,01 - COURT CATEGORY,,2019-03-01,1957,4.00,3.75
DVD: NARC A,No,01 - COURT CATEGORY,OFFICER,2019-05-01,1958,4.00,1.28
DVD: NARC A,No,01 - COURT CATEGORY,OFFICER,2019-06-01,1959,5.00,0.83
DVD: NARC A,No,01 - COURT CATEGORY,OFFICER,2019-11-01,1960,4.00,4.00
DVD: NARC A,No,01 - COURT CATEGORY,SGT,2018-08-01,1961,5.00,0.55
DVD: NARC A,No,02 - ADMINISTRATION,,2017-07-01,4123,1.00,1.00
DVD: NARC A,No,02 - ADMINISTRATION,,2017-08-01,4124,2.50,1.75
DVD: NARC A,No,02 - ADMINISTRATION,,2017-09-01,4125,4.00,2.25
DVD: NARC A,No,02 - ADMINISTRATION,,2018-05-01,4126,2.50,2.50
DVD: NARC A,No,02 - ADMINISTRATION,,2018-06-01,4127,4.00,4.00
DVD: NARC A,No,02 - ADMINISTRATION,,2018-07-01,4128,4.50,4.25
DVD: NARC A,No,02 - ADMINISTRATION,,2018-12-01,4129,4.00,1.50
DVD: NARC A,No,02 - ADMINISTRATION,,2019-04-01,4130,2.50,2.50
DVD: NARC A,No,02 - ADMINISTRATION,OFFICER,2019-11-01,4131,1.00,1.00
DVD: NARC A,No,02 - ADMINISTRATION,OFFICER,2019-12-01,4132,2.00,2.00
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2017-07-01,4133,10.00,10.00
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2018-02-01,4134,4.00,3.00
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2018-06-01,4135,9.25,9.25
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2018-07-01,4136,4.00,3.75
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2018-10-01,4137,4.00,1.50
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2019-01-01,4138,4.00,3.25
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2019-02-01,4139,4.00,2.00
DVD: NARC A,No,02 - ADMINISTRATION,SGT,2019-04-01,4140,6.50,6.50
DVD: NARC A,No,03 - CALL BACKS,,2018-01-01,6627,4.00,0.50
DVD: NARC A,No,03 - CALL BACKS,,2018-04-01,6628,8.50,8.50
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-07-01,9006,4.13,3.23
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-08-01,9007,3.29,2.49
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-09-01,9008,4.62,3.88
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-10-01,9009,4.28,3.65
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-11-01,9010,3.81,3.42
DVD: NARC A,No,04 - INVESTIGATIONS,,2017-12-01,9011,3.56,3.17
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-01-01,9012,3.50,3.06
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-02-01,9013,3.18,2.79
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-03-01,9014,3.62,3.13
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-04-01,9015,4.82,4.11
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-05-01,9016,3.98,3.13
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-06-01,9017,3.79,3.56
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-07-01,9018,6.67,6.11
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-08-01,9019,4.51,4.17
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-09-01,9020,2.90,2.61
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-10-01,9021,3.38,2.88
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-11-01,9022,4.38,3.00
DVD: NARC A,No,04 - INVESTIGATIONS,,2018-12-01,9023,3.94,3.28
DVD: NARC A,No,04 - INVESTIGATIONS,,2019-01-01,9024,3.10,2.27
DVD: NARC A,No,04 - INVESTIGATIONS,,2019-02-01,9025,2.88,2.75
DVD: NARC A,No,04 - INVESTIGATIONS,,2019-03-01,9026,4.51,3.70
DVD: NARC A,No,04 - INVESTIGATIONS,,2019-04-01,9027,3.72,3.32
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-05-01,9028,3.39,2.53
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-06-01,9029,10.05,10.05
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-07-01,9030,3.37,2.68
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-08-01,9031,4.32,3.83
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-09-01,9032,3.30,2.47
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-10-01,9033,3.36,2.72
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-11-01,9034,3.21,2.88
DVD: NARC A,No,04 - INVESTIGATIONS,OFFICER,2019-12-01,9035,4.05,3.43
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2017-07-01,9036,3.00,3.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2017-08-01,9037,2.50,1.75
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2017-09-01,9038,4.00,4.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2017-10-01,9039,4.00,3.47
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2017-11-01,9040,2.00,2.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-02-01,9041,2.50,2.50
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-04-01,9042,1.50,1.50
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-05-01,9043,4.00,4.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-07-01,9044,7.25,7.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-08-01,9045,1.50,1.50
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2018-10-01,9046,4.00,3.37
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-02-01,9047,2.75,2.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-03-01,9048,7.25,7.25
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-04-01,9049,6.50,6.50
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-05-01,9050,4.00,1.25
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-07-01,9051,2.00,2.00
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-08-01,9052,4.75,4.75
DVD: NARC A,No,04 - INVESTIGATIONS,SGT,2019-10-01,9053,2.50,2.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-07-01,11993,4.00,4.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-08-01,11994,5.25,5.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-09-01,11995,8.18,8.18
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-10-01,11996,3.50,3.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-11-01,11997,8.00,8.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2017-12-01,11998,4.00,4.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-01-01,11999,5.63,5.63
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-02-01,12000,4.00,4.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-03-01,12001,3.50,3.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-04-01,12002,6.25,6.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-05-01,12003,5.17,5.17
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-06-01,12004,4.25,4.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-08-01,12005,3.78,3.61
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-09-01,12006,4.50,4.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-10-01,12007,7.00,7.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-11-01,12008,4.25,4.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2018-12-01,12009,5.17,5.17
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2019-01-01,12010,4.66,4.66
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2019-02-01,12011,3.14,3.14
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,,2019-04-01,12012,10.25,10.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-05-01,12013,5.39,5.39
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-06-01,12014,4.00,4.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-07-01,12015,4.25,4.25
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-08-01,12016,2.17,2.17
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-09-01,12017,4.75,4.75
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-10-01,12018,3.64,3.64
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,OFFICER,2019-11-01,12019,1.50,1.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2017-09-01,12020,7.00,7.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2018-03-01,12021,2.00,2.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2018-04-01,12022,9.00,9.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-01-01,12023,4.00,4.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-02-01,12024,3.50,3.50
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-05-01,12025,3.20,3.20
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-07-01,12026,7.00,7.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-08-01,12027,1.00,1.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-09-01,12028,5.00,5.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-10-01,12029,3.00,3.00
DVD: NARC A,No,05 - REIMBURSABLE/REVENUE,SGT,2019-11-01,12030,1.50,1.50
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2017-09-01,16050,8.00,8.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2017-10-01,16051,4.00,3.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-02-01,16052,4.89,3.56
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-03-01,16053,4.00,3.25
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-04-01,16054,3.25,2.63
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-05-01,16055,6.50,6.50
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-06-01,16056,5.00,5.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-07-01,16057,4.00,2.88
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-09-01,16058,6.00,6.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-10-01,16059,3.90,3.82
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-11-01,16060,7.50,7.50
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2018-12-01,16061,3.75,3.20
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2019-01-01,16062,4.00,3.72
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2019-02-01,16063,4.80,3.35
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2019-03-01,16064,4.00,4.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,,2019-04-01,16065,3.75,3.64
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-05-01,16066,3.56,3.25
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-06-01,16067,4.00,4.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-07-01,16068,3.43,2.07
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-08-01,16069,5.64,4.91
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-09-01,16071,4.00,3.64
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-10-01,16073,4.00,4.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-12-01,16075,6.00,4.25
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-01-01,16076,4.00,2.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-02-01,16077,5.00,5.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-03-01,16078,4.00,4.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-04-01,16079,3.75,2.50
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-05-01,16080,3.00,3.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-07-01,16081,4.00,4.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2018-09-01,16082,3.50,3.50
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2019-10-01,16083,2.00,2.00
DVD: NARC A,No,07 - SPECIAL TRACKING - FUNDED,SGT,2019-12-01,16084,2.50,2.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-09-01,21768,5.93,5.93
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-11-01,21769,6.25,6.25
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-12-01,21770,6.75,6.75
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-01-01,21771,7.17,7.17
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-06-01,21772,6.00,6.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-08-01,21773,9.50,9.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-10-01,21774,5.75,5.75
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-11-01,21775,4.29,4.29
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,,2019-01-01,21776,7.00,7.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-05-01,21777,2.00,2.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-06-01,21778,8.00,8.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-08-01,21779,12.10,12.10
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2019-10-01,21780,5.00,5.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2017-09-01,21781,7.50,7.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2017-11-01,21782,6.50,6.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2018-06-01,21783,5.50,5.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2018-08-01,21784,9.50,9.50
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2018-11-01,21785,4.00,4.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2019-05-01,21786,2.00,2.00
DVD: NARC A,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2019-08-01,21787,12.50,12.50
DVD: NARC A,No,09  - TRAINING,SGT,2018-01-01,23579,4.00,1.50
DVD: NARC A,No,10 - GRANTS,,2018-01-01,24918,5.64,5.64
DVD: NARC A,No,10 - GRANTS,,2018-02-01,24919,5.00,5.00
DVD: NARC A,No,10 - GRANTS,SGT,2018-01-01,24920,3.00,3.00
DVD: NARC A,Yes,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-08-01,16070,8.40,8.40
DVD: NARC A,Yes,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-09-01,16072,8.00,8.00
DVD: NARC A,Yes,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-10-01,16074,10.00,10.00
DVD: PIT,No,01 - COURT CATEGORY,,2017-08-01,1962,4.00,0.11
DVD: PIT,No,01 - COURT CATEGORY,,2017-09-01,1963,5.88,5.88
DVD: PIT,No,01 - COURT CATEGORY,,2017-10-01,1964,8.00,6.91
DVD: PIT,No,01 - COURT CATEGORY,SGT,2017-08-01,1965,4.00,0.50
DVD: PIT,No,01 - COURT CATEGORY,SGT,2017-09-01,1966,7.00,7.00
