Assignment,Backfill,Category Description,Rank,Request Date (Month / Year),ID,Paid Hours,Work Hours
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,2021-11-01,13362,4.27,4.37
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,2021-12-01,13363,2.42,2.42
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT II,2021-11-01,13364,4.50,4.50
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2021-11-01,13830,3.79,4.04
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2022-01-01,13831,2.69,2.69
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2022-02-01,13832,2.25,2.25
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2021-11-01,13833,3.00,3.00
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2021-12-01,13834,3.75,3.75
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2022-01-01,13835,0.92,0.92
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2022-02-01,13836,0.55,0.55
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,2022-01-01,13837,2.63,2.63
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2022-02-01,13838,1.00,1.00
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,2021-12-01,13839,3.00,3.00
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,2022-01-01,13840,2.35,2.35
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,2022-02-01,13841,7.00,7.00
BSG: SHIFT A,No,,ACCOUNTANT II,2020-03-01,1,1.20,1.20
BSG: SHIFT A,No,,PASS,2020-03-01,11,3.50,3.50
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,2020-01-01,13365,9.00,9.50
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,2020-02-01,13366,6.88,7.13
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT II,2020-01-01,13367,7.50,8.00
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2020-01-01,13842,2.61,2.61
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2020-02-01,13843,2.47,2.60
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2020-03-01,13844,2.39,2.41
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2020-04-01,13845,2.82,2.89
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,2020-05-01,13846,1.00,1.00
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2020-01-01,13847,1.86,1.86
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2020-02-01,13848,0.42,0.42
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2020-03-01,13849,0.94,0.94
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2020-04-01,13850,1.42,1.42
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,2020-05-01,13851,0.82,0.82
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,2019-10-01,13852,6.00,6.00
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,2020-01-01,13853,6.00,6.00
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,2020-02-01,13854,6.00,6.00
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Manager I,2020-06-01,13855,3.58,3.58
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,2021-08-01,13856,5.00,5.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT I,2020-06-01,20801,4.58,4.58
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT II,2020-06-01,20802,5.21,5.25
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT II,2020-10-01,20803,1.50,1.50
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Accounting Supervisor,2020-06-01,20804,2.68,2.68
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,2020-05-01,20805,11.75,11.75
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,2020-06-01,20806,7.50,7.50
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,2021-04-01,20807,5.58,5.58
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Analyst I,2020-05-01,20808,5.00,5.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Analyst III,2020-06-01,20809,4.39,4.39
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,2020-09-01,20810,1.00,1.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Coordinator II,2020-05-01,20811,6.92,6.92
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Coordinator II,2020-06-01,20812,4.50,4.50
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,2020-05-01,20813,12.00,12.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,2020-06-01,20814,7.00,7.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,2021-04-01,20815,5.00,5.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager III,2020-05-01,20816,2.00,2.00
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager III,2020-06-01,20817,4.70,4.70
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,PASS,2020-05-01,20818,8.50,8.50
BSG: SHIFT A,Yes,,Analyst I,2020-03-01,2,5.00,5.00
BSG: SHIFT A,Yes,,Analyst I,2020-04-01,3,7.00,7.00
BSG: SHIFT A,Yes,,Analyst II,2020-03-01,4,1.33,1.33
BSG: SHIFT A,Yes,,Manager I,2020-03-01,5,3.86,3.86
BSG: SHIFT A,Yes,,Manager I,2020-04-01,6,4.29,4.29
BSG: SHIFT A,Yes,,Manager I,2020-06-01,7,2.25,2.25
BSG: SHIFT A,Yes,,Manager I,2020-07-01,8,6.50,6.50
BSG: SHIFT A,Yes,,Manager III,2020-03-01,9,10.50,10.50
BSG: SHIFT A,Yes,,Manager III,2020-04-01,10,4.67,4.67
CENTRAL: ADMIN,No,,,2018-11-01,12,6.25,6.25
CENTRAL: ADMIN,No,,AUTO SERVICER,2020-04-01,13,6.00,6.00
CENTRAL: ADMIN,No,,DESK CLERK,2020-03-01,14,10.00,10.40
CENTRAL: ADMIN,No,,DESK CLERK,2020-05-01,15,10.00,10.50
CENTRAL: ADMIN,No,,DESK CLERK,2021-11-01,16,1.00,1.00
CENTRAL: ADMIN,No,,DESK CLERK,2021-12-01,17,1.50,1.50
CENTRAL: ADMIN,No,,OFFICER,2021-05-01,18,7.00,7.00
CENTRAL: ADMIN,No,,PASS SENIOR,2020-02-01,19,6.50,7.00
CENTRAL: ADMIN,No,,PASS SENIOR,2020-03-01,20,6.00,6.25
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2017-07-01,1178,4.50,1.96
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2017-08-01,1179,5.00,0.50
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2017-09-01,1180,4.00,0.23
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-04-01,1181,4.00,0.15
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-05-01,1182,1.00,1.50
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-08-01,1183,3.80,3.39
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-10-01,1184,4.00,3.26
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-11-01,1185,4.00,1.23
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2018-12-01,1186,3.00,1.00
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2019-03-01,1187,3.25,2.45
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,2019-04-01,1188,3.58,3.21
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2019-06-01,1189,4.00,1.67
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2019-07-01,1190,3.75,2.77
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2019-09-01,1191,4.00,1.92
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2019-10-01,1192,4.00,1.00
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2020-02-01,1193,3.92,3.00
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2020-03-01,1194,2.79,0.56
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2021-07-01,1195,2.25,0.27
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,2021-09-01,1196,4.00,0.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2017-10-01,3187,8.00,8.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2018-02-01,3188,3.50,3.50
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2018-05-01,3189,3.00,3.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2018-09-01,3190,2.50,2.50
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2018-10-01,3191,0.25,0.08
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2018-11-01,3192,1.00,1.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,2019-04-01,3193,4.00,4.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,OFFICER,2021-06-01,3194,1.00,1.00
CENTRAL: ADMIN,No,02 - ADMINISTRATION,PASS,2019-06-01,3195,5.17,5.17
CENTRAL: ADMIN,No,02 - ADMINISTRATION,PASS SENIOR,2020-02-01,3196,0.50,0.50
CENTRAL: ADMIN,No,03 - CALL BACKS,,2017-12-01,5815,3.00,3.00
CENTRAL: ADMIN,No,03 - CALL BACKS,,2018-04-01,5816,3.00,3.00
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,2017-07-01,7457,1.00,1.00
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,2017-08-01,7458,4.00,2.00
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,2018-03-01,7459,2.75,1.15
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,2018-04-01,7460,3.00,3.50
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,2019-01-01,7461,2.00,2.00
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,OFFICER,2021-12-01,7462,5.00,5.00
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,PASS,2019-05-01,7463,1.25,1.25
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,PASS,2019-06-01,7464,3.00,3.00
CENTRAL: ADMIN,No,05 - REIMBURSABLE/REVENUE,OFFICER,2020-01-01,11196,4.50,4.50
CENTRAL: ADMIN,No,05 - REIMBURSABLE/REVENUE,OFFICER,2020-02-01,11197,4.88,4.75
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2017-07-01,13368,9.13,9.38
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2017-09-01,13369,7.06,7.31
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2017-11-01,13370,9.14,9.50
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2017-12-01,13371,9.33,9.67
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-01-01,13372,9.33,9.67
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-02-01,13373,9.33,9.67
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-05-01,13374,10.00,10.38
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-07-01,13375,10.00,10.31
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-09-01,13376,10.00,10.33
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-11-01,13377,10.02,10.39
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2018-12-01,13378,10.00,10.42
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2019-01-01,13379,9.93,10.29
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,2019-02-01,13380,10.00,10.38
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2019-05-01,13381,10.00,10.35
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2019-07-01,13382,10.00,10.42
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2019-09-01,13383,8.69,8.94
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2019-11-01,13384,10.00,10.39
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2019-12-01,13385,9.79,10.14
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-01-01,13386,10.00,10.40
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-02-01,13387,10.00,10.33
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-05-01,13388,10.00,10.45
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-06-01,13389,10.00,10.41
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-07-01,13390,10.00,10.39
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-09-01,13391,10.00,10.33
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-11-01,13392,9.92,10.25
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2020-12-01,13393,10.00,10.38
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-01-01,13394,10.04,10.36
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-02-01,13395,10.00,10.44
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-05-01,13396,9.20,9.60
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-06-01,13397,9.35,9.85
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-07-01,13398,9.96,10.33
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-09-01,13399,10.00,10.43
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-11-01,13400,9.72,10.17
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2021-12-01,13401,8.63,9.00
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2022-01-01,13402,9.75,10.25
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,2022-02-01,13403,10.00,10.50
CENTRAL: ADMIN,No,06 - PAYROLL DOE,OFFICER,2020-06-01,13404,10.00,10.00
CENTRAL: ADMIN,No,06 - PAYROLL DOE,OFFICER,2020-07-01,13405,10.00,10.00
CENTRAL: ADMIN,No,06 - PAYROLL DOE,PASS,2019-05-01,13406,8.00,8.50
CENTRAL: ADMIN,No,06 - PAYROLL DOE,PASS,2019-11-01,13407,10.00,10.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-07-01,13857,5.00,5.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-08-01,13859,1.22,1.22
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-09-01,13861,4.41,4.41
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-10-01,13863,4.33,4.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-11-01,13865,0.79,0.79
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2017-12-01,13867,1.07,1.07
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-01-01,13869,3.58,3.67
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-02-01,13871,4.83,4.89
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-03-01,13873,2.47,2.47
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-04-01,13875,2.00,2.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-05-01,13877,2.60,2.62
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-06-01,13880,9.50,9.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-07-01,13881,3.67,3.83
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-08-01,13883,3.00,3.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-09-01,13885,2.75,2.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-10-01,13887,5.25,5.31
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-11-01,13889,5.45,5.41
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2018-12-01,13892,7.50,7.68
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2019-01-01,13893,6.63,6.72
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2019-02-01,13895,1.75,1.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,2019-04-01,13898,3.63,3.63
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,2019-06-01,13900,1.00,1.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-05-01,13902,3.00,3.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-06-01,13904,2.00,2.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-07-01,13906,2.13,2.13
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-08-01,13908,2.21,2.21
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-09-01,13910,3.17,3.17
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-10-01,13912,1.97,1.97
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-11-01,13915,3.58,3.63
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2019-12-01,13916,4.17,4.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-01-01,13919,10.00,10.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-02-01,13920,4.67,4.67
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-03-01,13922,2.25,2.25
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-06-01,13924,2.00,1.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-07-01,13926,9.33,9.67
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-08-01,13928,4.58,4.58
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-09-01,13930,7.25,7.25
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-11-01,13932,1.00,1.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2020-12-01,13935,10.75,11.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-02-01,13937,3.00,3.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-04-01,13940,8.80,9.20
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-05-01,13942,4.50,4.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-06-01,13943,2.83,3.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-07-01,13946,4.14,4.17
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-08-01,13948,4.15,4.20
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-09-01,13949,2.57,2.57
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-10-01,13951,2.10,2.10
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-11-01,13953,3.25,3.28
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2021-12-01,13955,5.00,5.11
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2022-01-01,13957,5.42,5.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,2022-02-01,13958,6.62,6.62
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-08-01,13961,6.00,6.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-09-01,13964,7.50,7.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-10-01,13965,6.50,6.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2019-12-01,13966,6.00,6.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2022-01-01,13969,0.50,0.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,2022-02-01,13970,2.33,2.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-05-01,13971,1.00,1.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-06-01,13972,2.00,2.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-07-01,13973,3.94,4.02
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-08-01,13974,7.13,7.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-09-01,13975,5.96,6.18
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-10-01,13978,7.96,8.46
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-11-01,13979,8.00,8.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2019-12-01,13981,9.90,10.40
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,2020-01-01,13982,10.00,10.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2020-02-01,13983,8.83,9.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2020-03-01,13985,10.00,10.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2021-10-01,13987,2.50,2.50
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2021-11-01,13988,4.00,4.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2021-12-01,13989,1.88,3.77
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2022-01-01,13990,4.92,5.00
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,2022-02-01,13991,3.75,3.75
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-08-01,20819,7.50,7.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-09-01,20820,3.96,3.96
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-10-01,20821,8.33,8.33
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-11-01,20822,9.29,9.29
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2017-12-01,20823,5.00,5.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-01-01,20824,10.84,10.84
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-06-01,20825,5.69,5.94
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-07-01,20826,0.88,0.88
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-10-01,20827,10.00,10.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2018-11-01,20828,4.50,4.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2019-01-01,20829,8.38,8.38
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,2019-02-01,20830,0.50,0.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,2020-06-01,20831,3.50,3.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,2020-05-01,20832,4.50,4.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,2020-06-01,20833,4.38,4.38
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,2020-09-01,20834,2.50,2.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,2021-04-01,20835,5.00,5.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,2019-08-01,20836,1.13,1.13
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,2020-05-01,20837,4.00,4.13
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,2020-06-01,20838,10.00,10.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,2021-10-01,20839,2.00,2.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,2021-04-01,20840,4.75,4.75
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS,2019-05-01,20841,1.50,1.50
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,2020-05-01,20842,9.19,9.19
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,2020-06-01,20843,6.88,6.99
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,2021-04-01,20844,6.00,6.00
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,2021-01-01,20845,10.00,10.00
