Assignment,Backfill,Category Description,Rank,Request Date (Month / Year),ID,Paid Hours,Work Hours
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,November 2021,"13,362",4.266,4.366
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,December 2021,"13,363",2.415,2.415
BSD: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT II,November 2021,"13,364",4.5,4.5
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,November 2021,"13,830",3.79,4.04
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,January 2022,"13,831",2.693333333,2.693333333
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,February 2022,"13,832",2.25,2.25
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,November 2021,"13,833",3,3
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,December 2021,"13,834",3.75,3.75
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,January 2022,"13,835",0.916666667,0.916666667
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,February 2022,"13,836",0.55,0.55
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,January 2022,"13,837",2.625,2.625
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,February 2022,"13,838",1,1
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,December 2021,"13,839",3,3
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,January 2022,"13,840",2.35,2.35
BSD: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,February 2022,"13,841",7,7
BSG: SHIFT A,No,,ACCOUNTANT II,March 2020,1,1.2,1.2
BSG: SHIFT A,No,,PASS,March 2020,11,3.5,3.5
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,January 2020,"13,365",9,9.5
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT I,February 2020,"13,366",6.875,7.125
BSG: SHIFT A,No,06 - PAYROLL DOE,ACCOUNTANT II,January 2020,"13,367",7.5,8
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,January 2020,"13,842",2.610833333,2.610833333
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,February 2020,"13,843",2.47375,2.59875
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,March 2020,"13,844",2.386363636,2.405454545
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,April 2020,"13,845",2.816428571,2.887857143
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT I,May 2020,"13,846",1,1
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,January 2020,"13,847",1.863333333,1.863333333
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,February 2020,"13,848",0.42,0.42
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,March 2020,"13,849",0.938333333,0.938333333
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,April 2020,"13,850",1.42,1.42
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,ACCOUNTANT II,May 2020,"13,851",0.823333333,0.823333333
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,October 2019,"13,852",6,6
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,January 2020,"13,853",6,6
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,February 2020,"13,854",6,6
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,Manager I,June 2020,"13,855",3.583333333,3.583333333
BSG: SHIFT A,No,07 - SPECIAL TRACKING - FUNDED,PASS,August 2021,"13,856",5,5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT I,June 2020,"20,801",4.583076923,4.576923077
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT II,June 2020,"20,802",5.213571429,5.249285714
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,ACCOUNTANT II,October 2020,"20,803",1.5,1.5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Accounting Supervisor,June 2020,"20,804",2.681875,2.681875
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,May 2020,"20,805",11.75,11.75
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,June 2020,"20,806",7.5,7.5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,April 2021,"20,807",5.583333333,5.583333333
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Analyst I,May 2020,"20,808",5,5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Analyst III,June 2020,"20,809",4.392857143,4.392857143
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,September 2020,"20,810",1,1
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Coordinator II,May 2020,"20,811",6.916666667,6.916666667
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Coordinator II,June 2020,"20,812",4.5,4.5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,May 2020,"20,813",12,12
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,June 2020,"20,814",7,7
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager I,April 2021,"20,815",5,5
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager III,May 2020,"20,816",2,2
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,Manager III,June 2020,"20,817",4.703125,4.703125
BSG: SHIFT A,No,08 - SPECIAL TRACKING - UNFUNDED,PASS,May 2020,"20,818",8.5,8.5
BSG: SHIFT A,Yes,,Analyst I,March 2020,2,5,5
BSG: SHIFT A,Yes,,Analyst I,April 2020,3,7,7
BSG: SHIFT A,Yes,,Analyst II,March 2020,4,1.333333333,1.333333333
BSG: SHIFT A,Yes,,Manager I,March 2020,5,3.861111111,3.861111111
BSG: SHIFT A,Yes,,Manager I,April 2020,6,4.285714286,4.285714286
BSG: SHIFT A,Yes,,Manager I,June 2020,7,2.25,2.25
BSG: SHIFT A,Yes,,Manager I,July 2020,8,6.5,6.5
BSG: SHIFT A,Yes,,Manager III,March 2020,9,10.5,10.5
BSG: SHIFT A,Yes,,Manager III,April 2020,10,4.666666667,4.666666667
CENTRAL: ADMIN,No,,,November 2018,12,6.25,6.25
CENTRAL: ADMIN,No,,AUTO SERVICER,April 2020,13,6,6
CENTRAL: ADMIN,No,,DESK CLERK,March 2020,14,10,10.4
CENTRAL: ADMIN,No,,DESK CLERK,May 2020,15,10,10.5
CENTRAL: ADMIN,No,,DESK CLERK,November 2021,16,1,1
CENTRAL: ADMIN,No,,DESK CLERK,December 2021,17,1.5,1.5
CENTRAL: ADMIN,No,,OFFICER,May 2021,18,7,7
CENTRAL: ADMIN,No,,PASS SENIOR,February 2020,19,6.5,7
CENTRAL: ADMIN,No,,PASS SENIOR,March 2020,20,6,6.25
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,July 2017,"1,178",4.5,1.956666667
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,August 2017,"1,179",5,0.5
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,September 2017,"1,180",4,0.23
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,April 2018,"1,181",4,0.15
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,May 2018,"1,182",1,1.5
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,August 2018,"1,183",3.8,3.39
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,October 2018,"1,184",4,3.26
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,November 2018,"1,185",4,1.23
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,December 2018,"1,186",3,1
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,March 2019,"1,187",3.25,2.45
CENTRAL: ADMIN,No,01 - COURT CATEGORY,,April 2019,"1,188",3.58,3.21
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,June 2019,"1,189",4,1.665
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,July 2019,"1,190",3.75,2.77
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,September 2019,"1,191",4,1.92
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,October 2019,"1,192",4,1
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,February 2020,"1,193",3.916666667,3
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,March 2020,"1,194",2.79,0.56
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,July 2021,"1,195",2.25,0.265
CENTRAL: ADMIN,No,01 - COURT CATEGORY,OFFICER,September 2021,"1,196",4,0
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,October 2017,"3,187",8,8
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,February 2018,"3,188",3.5,3.5
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,May 2018,"3,189",3,3
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,September 2018,"3,190",2.5,2.5
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,October 2018,"3,191",0.25,0.08
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,November 2018,"3,192",1,1
CENTRAL: ADMIN,No,02 - ADMINISTRATION,,April 2019,"3,193",4,4
CENTRAL: ADMIN,No,02 - ADMINISTRATION,OFFICER,June 2021,"3,194",1,1
CENTRAL: ADMIN,No,02 - ADMINISTRATION,PASS,June 2019,"3,195",5.17,5.17
CENTRAL: ADMIN,No,02 - ADMINISTRATION,PASS SENIOR,February 2020,"3,196",0.5,0.5
CENTRAL: ADMIN,No,03 - CALL BACKS,,December 2017,"5,815",3,3
CENTRAL: ADMIN,No,03 - CALL BACKS,,April 2018,"5,816",3,3
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,July 2017,"7,457",1,1
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,August 2017,"7,458",4,2
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,March 2018,"7,459",2.75,1.15
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,April 2018,"7,460",3,3.5
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,,January 2019,"7,461",2,2
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,OFFICER,December 2021,"7,462",5,5
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,PASS,May 2019,"7,463",1.25,1.25
CENTRAL: ADMIN,No,04 - INVESTIGATIONS,PASS,June 2019,"7,464",3,3
CENTRAL: ADMIN,No,05 - REIMBURSABLE/REVENUE,OFFICER,January 2020,"11,196",4.5,4.5
CENTRAL: ADMIN,No,05 - REIMBURSABLE/REVENUE,OFFICER,February 2020,"11,197",4.875,4.75
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,July 2017,"13,368",9.125,9.375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,September 2017,"13,369",7.0625,7.3125
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,November 2017,"13,370",9.142857143,9.5
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,December 2017,"13,371",9.333333333,9.666666667
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,January 2018,"13,372",9.333333333,9.666666667
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,February 2018,"13,373",9.333333333,9.666666667
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,May 2018,"13,374",10,10.375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,July 2018,"13,375",10,10.3125
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,September 2018,"13,376",10,10.333333333
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,November 2018,"13,377",10.022727273,10.386363636
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,December 2018,"13,378",10,10.416666667
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,January 2019,"13,379",9.928571429,10.285714286
CENTRAL: ADMIN,No,06 - PAYROLL DOE,,February 2019,"13,380",10,10.375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,May 2019,"13,381",10,10.35
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,July 2019,"13,382",10,10.416666667
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,September 2019,"13,383",8.6875,8.9375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,November 2019,"13,384",10,10.388888889
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,December 2019,"13,385",9.785714286,10.142857143
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,January 2020,"13,386",10,10.4
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,February 2020,"13,387",10,10.333333333
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,May 2020,"13,388",10,10.45
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,June 2020,"13,389",10,10.40625
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,July 2020,"13,390",10,10.392857143
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,September 2020,"13,391",10,10.333333333
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,November 2020,"13,392",9.920434783,10.246521739
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,December 2020,"13,393",10,10.375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,January 2021,"13,394",10.035714286,10.357142857
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,February 2021,"13,395",10,10.4375
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,May 2021,"13,396",9.2,9.6
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,June 2021,"13,397",9.35,9.85
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,July 2021,"13,398",9.9575,10.3325
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,September 2021,"13,399",10,10.428571429
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,November 2021,"13,400",9.723684211,10.171052632
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,December 2021,"13,401",8.625,9
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,January 2022,"13,402",9.75,10.25
CENTRAL: ADMIN,No,06 - PAYROLL DOE,DESK CLERK,February 2022,"13,403",10,10.5
CENTRAL: ADMIN,No,06 - PAYROLL DOE,OFFICER,June 2020,"13,404",10,10
CENTRAL: ADMIN,No,06 - PAYROLL DOE,OFFICER,July 2020,"13,405",10,10
CENTRAL: ADMIN,No,06 - PAYROLL DOE,PASS,May 2019,"13,406",8,8.5
CENTRAL: ADMIN,No,06 - PAYROLL DOE,PASS,November 2019,"13,407",10,10.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,July 2017,"13,857",5,5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,August 2017,"13,859",1.222222222,1.222222222
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,September 2017,"13,861",4.410714286,4.410714286
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,October 2017,"13,863",4.333333333,4.333333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,November 2017,"13,865",0.791666667,0.791666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,December 2017,"13,867",1.07,1.07
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,January 2018,"13,869",3.583333333,3.666666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,February 2018,"13,871",4.833333333,4.888888889
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,March 2018,"13,873",2.467222222,2.467222222
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,April 2018,"13,875",1.995555556,1.995555556
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,May 2018,"13,877",2.602307692,2.621538462
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,June 2018,"13,880",9.5,9.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,July 2018,"13,881",3.666666667,3.833333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,August 2018,"13,883",3,3
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,September 2018,"13,885",2.75,2.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,October 2018,"13,887",5.25,5.305555556
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,November 2018,"13,889",5.448571429,5.412857143
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,December 2018,"13,892",7.5,7.675
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,January 2019,"13,893",6.633333333,6.716666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,February 2019,"13,895",1.75,1.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,,April 2019,"13,898",3.625,3.625
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,Administrative Specialist II,June 2019,"13,900",1,1
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,May 2019,"13,902",3,3
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,June 2019,"13,904",2,2
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,July 2019,"13,906",2.125,2.125
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,August 2019,"13,908",2.208333333,2.208333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,September 2019,"13,910",3.166666667,3.166666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,October 2019,"13,912",1.966,1.966
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,November 2019,"13,915",3.583333333,3.625
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,December 2019,"13,916",4.166666667,4.333333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,January 2020,"13,919",10,10
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,February 2020,"13,920",4.666666667,4.666666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,March 2020,"13,922",2.25,2.25
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,June 2020,"13,924",2,1.75
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,July 2020,"13,926",9.333333333,9.666666667
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,August 2020,"13,928",4.583333333,4.583333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,September 2020,"13,930",7.25,7.25
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,November 2020,"13,932",1,1
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,December 2020,"13,935",10.75,11
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,February 2021,"13,937",3,3
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,April 2021,"13,940",8.8,9.2
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,May 2021,"13,942",4.5,4.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,June 2021,"13,943",2.833333333,3
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,July 2021,"13,946",4.140625,4.171875
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,August 2021,"13,948",4.151818182,4.197272727
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,September 2021,"13,949",2.5725,2.5725
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,October 2021,"13,951",2.103846154,2.103846154
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,November 2021,"13,953",3.25,3.275
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,December 2021,"13,955",5,5.111111111
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,January 2022,"13,957",5.416666667,5.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,DESK CLERK,February 2022,"13,958",6.6175,6.6175
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,August 2019,"13,961",6,6
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,September 2019,"13,964",7.5,7.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,October 2019,"13,965",6.5,6.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,December 2019,"13,966",6,6
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,January 2022,"13,969",0.5,0.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,OFFICER,February 2022,"13,970",2.333333333,2.333333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,May 2019,"13,971",1,1
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,June 2019,"13,972",2,2
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,July 2019,"13,973",3.936666667,4.02
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,August 2019,"13,974",7.134,7.334
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,September 2019,"13,975",5.964285714,6.178571429
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,October 2019,"13,978",7.958333333,8.458333333
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,November 2019,"13,979",8,8.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,December 2019,"13,981",9.9,10.4
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS,January 2020,"13,982",10,10.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,February 2020,"13,983",8.83,9.33
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,March 2020,"13,985",10,10.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,October 2021,"13,987",2.5,2.5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,November 2021,"13,988",4,4
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,December 2021,"13,989",1.875,3.77
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,January 2022,"13,990",4.916666667,5
CENTRAL: ADMIN,No,07 - SPECIAL TRACKING - FUNDED,PASS SENIOR,February 2022,"13,991",3.75,3.75
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,August 2017,"20,819",7.5,7.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,September 2017,"20,820",3.964285714,3.964285714
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,October 2017,"20,821",8.333333333,8.333333333
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,November 2017,"20,822",9.292,9.292
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,December 2017,"20,823",5,5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,January 2018,"20,824",10.835,10.835
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,June 2018,"20,825",5.6875,5.9375
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,July 2018,"20,826",0.875,0.875
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,October 2018,"20,827",10,10
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,November 2018,"20,828",4.5,4.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,January 2019,"20,829",8.375,8.375
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,,February 2019,"20,830",0.5,0.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,Administrative Specialist II,June 2020,"20,831",3.5,3.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,May 2020,"20,832",4.5,4.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,June 2020,"20,833",4.375,4.375
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,September 2020,"20,834",2.5,2.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,AUTO SERVICER,April 2021,"20,835",5,5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,August 2019,"20,836",1.125,1.125
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,May 2020,"20,837",4,4.125
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,June 2020,"20,838",10,10
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,DESK CLERK,October 2021,"20,839",2,2
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,OFFICER,April 2021,"20,840",4.75,4.75
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS,May 2019,"20,841",1.5,1.5
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,May 2020,"20,842",9.185,9.185
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,June 2020,"20,843",6.882727273,6.991818182
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,PASS SENIOR,April 2021,"20,844",6,6
CENTRAL: ADMIN,No,08 - SPECIAL TRACKING - UNFUNDED,SGT,January 2021,"20,845",10,10
CENTRAL: ADMIN,No,09  - TRAINING,,August 2017,"23,225",0.5,0.5
CENTRAL: ADMIN,No,10 - GRANTS,PASS,August 2019,"24,729",7,7.5
